截至日期和时间,2020年3月3日起超两千例确诊国家疫情发展态势      (人民日报新媒体发布，带颜色数字为累计确诊、历史最大确诊日增、累计死亡、历史最大死亡日增数字前10名）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,截至日期和时间,,,,
,,0,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,12,,,,13,,,,14,,,,15,,,,16,,,,17,,,,18,,,,19,,,,20,,,,21,,,,22,,,,23,,,,24,,,,25,,,,26,,,,27,,,,28,,,,29,,,,30,,,,31,,,,32,,,,33,,,,34,,,,35,,,,36,,,,37,,,,38,,,,39,,,,40,,,,41,,,,42,,,,43,,,,44,,,,45,,,,46,,,,47,,,,48,,,,49,,,,50,,,,51,,,,52,,,,53,,,,54,,,,55,,,,56,,,,57,,,,58,,,,59,,,,60,,,,61,,,,62,,,,63,,,,64,,,,65,,,,66,,,,67,,,,68,,,,69,,,,70,,,,71,,,,72,,,,73,,,,74,,,,75,,,,76,,,,77,,,,78,,,,79,,,,80,,,,81,,,,82,,,,83,,,,84,,,,,,,,
2020/4/26 18:00,212,2871329,96073,202812,5948,939249,33916,53934,1985,80949,12327,747,132,58509,5514,4016,346,148377,4913,20319,813,223759,3995,22902,378,195351,2357,26384,415,156513,1968,5877,154,107773,2861,2706,106,124114,1537,22614,369,90481,1153,5710,60,26496,1990,824,49,25331,3683,700,66,84338,14,4642,0,45354,1465,2465,128,16299,1197,136,9,45325,1032,6917,238,13842,970,1305,84,12858,552,181,7,37190,655,4409,120,12644,1489,268,31,9358,833,10,0,22719,0,576,0,9590,817,67,4,28812,217,1328,20,18177,610,2192,40,23392,595,880,26,13624,931,12,0,18561,377,1063,49,9813,532,71,7,4998,309,140,9,11273,381,524,30,8125,478,201,8,8882,275,743,23,10635,218,575,23,15298,240,199,5,4361,141,86,7,13231,372,360,15,5142,261,233,8,15068,30,513？,-17？,2892,278,19,4,4319,227,307,13,5926,177,273,6,7294,102,494,17,10728,10,242,2,8445,235,418,15,7779,296,151,7,5538,372,159,13,7333,97,218,4,3780,173,185,9,7493,49,201,2,3256,129,419,4,2588,82,8,0,1463,133,44,1,6695,28,80,4,3897,139,159,1,5780,38,98,0,2482,148,25,3,4475,80,186,9,1182,87,35,3,3304,194,94,10,1279,0,10,0,1905,115,10,0,1677,81,28,1,866,163,46,3,3711,16,85,0,1763,55,86,0,2443,60,262,12,1518,88,53,10,1617,25,21,0,2922,15,51,0,2506,16,130,0,627,65,59,12,996,42,7,1,1862,84,8,1,1276？,-140？,51,3,213,39,17,1,614,69,7,1,1458,58,58,3,1234,46,54,0,2016,7,54,3,1111,34,14,0,473,89,13,2,1337,52,51,2,1790,1,10,0,2020/4/26 18:00,,,,
2020/4/27 14:00,212,2934748,63419,206130,3318,965910,26661,54876,942,80949,0,747,0,61888,3379,4205,189,152840,4463,20732,413,226629,2870,23190,288,197675,2324,26644,260,157770,1257,5976,99,110130,2357,2805,99,124575,461,22856,242,90481,0,5710,0,26917,421,826,2,27517,2186,728,28,84341,3,4643,1,46895,1541,2560,95,17522,1223,139,3,46134,809,7094,177,14677,835,1351,46,13331,473,189,8,37845,655,4475,66,13314,670,281,13,10287,929,10,0,22719,0,576,0,10463,873,72,5,28979,167,1336,8,18640,463,2194,2,23864,472,903,23,13624,0,12,0,19262,701,1087,24,10349,536,76,5,5416,418,145,5,11617,344,535,11,8617,492,209,8,8882,0,743,0,11036,401,608,33,15443,145,201,2,4546,185,87,1,13441,210,372,12,5379,237,244,11,15175,107,542,29？,3075,183,20,1,4534,215,317,10,6135,209,278,5,7579,285,501,7,10738,10,243,1,8575,130,422,4,8042,263,156,5,5779,241,165,6,7387,54,220,2,3892,112,192,7,7511,18,201,0,3382,126,425,6,2533？,-55？,8,0,1531,68,47,3,6711,16,83,3,4047,150,160,1,5780,0,98,0,2652,170,25,0,4576,101,190,4,1273,91,40,5,3408,104,96,2,1550,271,11,1,1998,93,10,0,1746,69,28,0,950,84,50,4,3723,12,88,3,1820,57,87,1,2500,57,272,10,1621,103,56,3,1645,28,21,0,2931,9,52,1,2517,11,134,4,627,0,59,0,996,0,7,0,1869,7,8,0,1276,0？,77？,26？,237,24,21,4,671,57,8,1,1488,30,59,1,1290,56,55,1,2030,14,55,1,1150,39,14,0,473,0,13,0,1369,32,54,3,1792,2,10,0,2020/4/27 14:00,,,,
2020/4/28 15:00,212,3004489,69741,210746,4616,988451,22541,56245,1369,87147,6198,794,47,66501,4613,4543,338,157149,4309,21092,360,229422,2793,23521,331,199414,1739,26977,333,158758,988,6126,150,112261,2131,2900,95,128339,3764,23293,437,91472,991,5806,96,29435,2518,934,108,28699,1182,782,54,84347,6,4643,0,48500,1605,2707,147,18811,1289,144,5,46687,553,7207,113,15529,852,1434,83,13813,482,198,9,38245,400,4518,43,13915,601,292,11,11244,957,10,0,23240,521,663,87,11289,826,75,3,29082,103,1352,16,18926,286,2274,80,24027,163,928,25,14423,799,14,2,19648,386,1102,15,10839,490,82,6,5913,497,152,7,11902,285,562,27,9009,392,220,11,9096,214,765,22,11339,303,631,23,15555,112,204,3,4793,247,90,3,13613,172,394,22,5597,218,253,9,15239,64,549,7,3288,213,22,2,4782,248,337,20,6293,158,282,4,7777,198,511,10,10752,14,244,1,8698,123,427,5,8275,233,162,6,6021,242,167,2,7431,44,222,2,4003,111,197,5,7554,43,205,4,3517,135,432,7,2708,120？,8,0,1703,172,57,10,6720,9,83,0,4115,68,161,1,5820,40,99,1,2717,65,25,0,4695,119,193,3,1337,64,40,0,2408？,-1000？,96,0,1550,0,11,0,2049,51,10,0,1808,62,29,1,1014,64,53,3,3729,6,88,0,1847,27,88,1,2583,83,280,8,1705,84,58,2,1678,33,22,1,2938,7,54,2,2534,17,136,2,661,34,61,2,1163,167,7,0,1904,35,8,0,1371,95,53,-24？,275,38,22,1,736,65,9,1,1537,49,60,1,1363,73,58,3,2039,9,59,4,1164,14,14,0,530,57,15,2,1389,20,56,2,1792,0,10,0,2020/4/28 15:00,,,,
2020/4/29 17:00,212,3084048,79559,216780,6034,1012583,24132,58355,2110,99399,12252,972,178,71886,5385,5017,474,161145,3996,21678,586,232128,2706,23822,301,201505,2091,27359,382,159912,1154,6314,188,114653,2392,2992,92,129859,1520,23660,367,92584,1112,5877,71,29974,539,937,3,31190,2491,854,72,84369,22,4643,0,50025,1525,2859,152,20077,1266,152,8,47334,647,7331,124,16752,1223,1569,135,14365,552,207,9,38416,171,4566,48,14612,697,312,20,11921,677,10,0,24258,1018,871,208,12208,919,79,4,29182,100,1379,27,19621,695,2355,81,24322,295,948,20,15641,1218,14,0,19877,229,1159,57,11380,541,89,7,6462,549,155,3,12218,316,596,34,9410,401,239,19,9511,415,773,8,11616,277,650,19,15728,173,210,6,4996,203,93,3,13895,282,413,19,5949,352,269,16,15286,47,569,20,3440,152,23,1,5042,260,359,22,6416,123,286,4,7958,181,530,19,10761,9,246,2,8851,153,434,7,8497,222,168,6,6021,0,167,0,7486,55,225,3,4127,124,207,10,7619,65,206,1,3649,132,437,5,2810,102,8,0,1828,125,58,1,6731,11,84,1,4252,137,165,4,5945,125,100,1,3019,302,25,0,4740,45,199,6,1532,195,44,4,3638,230,103,7,1671,121,16,5,2131,82,10,0,1808,0,29,0,1014,0,53,0,3741,12,89,1,1928,81,90,2,2649,66,291,11,1705,0,58,0,1717,39,22,0,2947,9,54,0,2566,32,138,2,702,41,64,3,1240,77,7,0,1924,20,8,0,1389,18,53,0,318,43,25,3,823,87,9,0,1557,20,62,2,1399,36,58,0,2047,8,63,4,1183,19,14,0,530,0,15,0,1437,48,58,2,1795,3,10,0,2020/4/29 17:00,,,,
2020/4/30 16:00,212,3139331,55283,227273,10493,1040488,27905,60999,2644,106498,7099,1073,101,78162,6276,5466,449,165221,4076,26097,4419,212917？,3147,24275,453,203591,2086,27682,323,161539,1627,6467,153,117589,2936,3081,89,128442？,-1417？,24087,427,93657,1073,5957,80,31787,1813,1008,71,33931,2741,943,89,84373,4,4643,0,51597,1572,2996,137,21402,1325,157,5,47859,525,7501,170,17799,1047,1732,163,14885,520,216,9,38802,386,4711,145,14885,273,327,15,12564,643,10,0,24675,417,883,12,13181,973,84,5,29325,143,1407,28,20302,681,2462,107,24505,183,973,25,16169,528,14,0,20253,376,1190,31,11929,549,98,9,7103,641,163,8,12640,422,624,28,9866,456,250,11,9771,260,784,11,11978,362,675,25,15834,106,215,5,5350,354,103,10,14119,224,435,22,6207,258,278,9,15352,66,580,11,3740,300,24,1,5268,226,380,21,6652,236,293,7,8212,254,558,28,10765,4,247,1,9008,157,443,9,8724,227,173,5,6200,179,176,9,7563,77,227,2,4285,158,214,7,7680,61,207,1,3848,199,444,7,2896,86,8,0,1938,110,58,0,6752,21,91,7,4321,69,168,3,5945,0,100,0,3063,44,25,0,4906,166,206,7,1728,196,51,7,3771,133,109,6,1671,0,16,0,2274,143,10,0,1932,124,30,1,1053,39,55,2,3769,28,89,0,2003,75,92,2,2727,78,300,9,1832,127,61,3,1766,49,23,1,2954,7,54,0,2576,10,139,1,738,36,66,2,1351,111,7,0,1939,15,8,0,1400,11,54,1,375,57,28,3,882,59,9,0,1651,94,65,3,1447,48,64,6,2062,15,67,4,1238,55,14,0,557,27,16,1,1467,30,58,0,1797,2,10,0,2020/4/30 16:00,,,,
2020/5/1 15:00,212,3225340,86009,232910,5637,1070026,29538,63019,2020,114431,7933,1169,96,85380,7218,5901,435,171253,6032,26771,674,213435,518,24543,268,205463,1872,27967,285,163009,1470,6623,156,120204,2615,3174,93,129581,1139,24376,289,94640,983,6028,71,33160,1373,1075,67,36976,3045,1051,108,84385,12,4643,0,53236,1639,3184,188,22753,1351,162,5,48519,660,7594,93,19224,1425,1859,127,16023,1138,227,11,39316,514,4795,84,16473,1588,361,34,13409,845,10,0,24934,259,900,17,14027,846,89,5,29504,179,1422,15,21092,790,2586,124,25045,540,989,16,17101,932,15,1,20612,359,1232,42,12481,552,105,7,7667,564,168,5,12877,237,644,20,10406,540,261,11,10118,347,792,8,12240,262,695,20,15946,112,222,7,5647,297,103,0,14305,186,455,20,6507,300,293,15,15424,72,584,4,4024,284,26,2,5537,269,392,12,6972,320,301,8,8488,276,568,10,10774,9,248,1,9158,150,452,9,9009,285,179,6,6532,332,188,12,7642,79,235,8,4428,143,218,4,7738,58,210,3,4006,158,450,6,3037,141,8,0,2171,233,60,2,6762,10,92,1,4423,102,170,2,6002,57,102,2,3205,142,25,0,4995,89,211,5,1932,204,58,7,3897,126,116,7,2074,403,17,1,2348,74,10,0,2066,134,32,2,1110,57,59,4,3784,15,90,1,2085,82,93,1,2775,48,312,12,1832,0,61,0,1804,38,24,1,2960,6,54,0,2591,15,140,1,771,33,71,5,1495,144,7,0,2039,100,9,1,1433,33,54,0,442,67,31,3,933,51,9,0,1731,80,69,4,1506,59,66,2,2076,14,69,2,1275,37,14,0,599,42,16,0,1501,34,61,3,1797,0,10,0,2020/5/1 15:00,,,,
2020/5/2 15:00,214,3308883,83543,238567,5657,1103781,33755,65068,2049,114431,0,1169,0,91589,6209,6329,428,177454,6201,27510,739,215216,1781,24824,281,207428,1965,28236,269,164077,1068,6736,113,122392,2188,3258,84,130185,604,24594,218,95646,1006,6091,63,37336,4176,1218,143,40459,3483,1124,73,84388,3,4643,0,55061,1825,3391,207,24097,1344,169,7,49032,513,7703,109,20739,1515,1972,113,17008,985,234,7,39791,475,4893,98,18092,1619,417,56,14096,687,12,2,26336,1402,1063,163,14917,890,93,4,29622,118,1434,12,21520,428,2653,67,25351,306,1007,18,17101,0,15,0,20833,221,1265,33,13038,557,111,6,8238,571,170,2,13105,228,651,7,10861,455,272,11,10551,433,800,8,12567,327,726,31,16101,155,225,3,5951,304,116,13,14571,266,481,26,7006,499,314,21,15424,0,584,0,4377,353,30,4,5895,358,406,14,7288,316,313,12,8772,284,579,11,10780,6,250,2,9311,153,460,8,9205,196,185,6,6720,188,192,4,7726,84,240,5,4532,104,225,7,7770,32,210,0,4154,148,453,3,3170,133,8,0,2335,164,68,8,6767,5,93,1,4569,146,171,1,6071,69,103,1,3205,0,25,0,5051,56,218,7,2170,238,68,10,3980,83,122,6,2074,0,17,0,2447,99,11,1,2148,82,33,1,1229,119,66,7,3802,18,92,2,2153,68,94,1,2863,88,323,11,1832,0,61,0,1854,50,25,1,2966,6,54,0,2612,21,140,0,804,33,75,4,1537,42,7,0,2046,7,9,0,1539,106,54,0,534,92,33,2,1024,91,9,0,1756,25,70,1,1555,49,68,2,2085,9,75,6,1333,58,15,1,644,45,16,0,1537,36,64,3,1798,,10,,2020/5/2 15:00,,,,
2020/5/3 16:00,214,3401369,92486,243486,4919,1133069,29288,66385,1317,134687,20256,1280,111,96559,4970,6750,421,182260,4806,28131,621,216582,1366,25100,276,209328,1900,28710,474,164967,890,6812,76,124375,1983,3336,78,130979,794,24760,166,96448,802,6156,65,39980,2644,1301,83,42534,2075,1200,76,84393,5,4643,0,56714,1653,3566,175,25459,1362,176,7,49517,485,7765,62,22088,1349,2061,89,18435,1427,247,13,40236,445,4987,94,19022,930,437,20,14872,776,12,0,27464,1128,1371,308,15828,911,97,4,29734,112,1466,32,22082,562,2669,16,25351,0,1007,0,18205,1104,17,2,21176,343,1286,21,13599,561,119,8,8790,552,175,5,13375,270,664,13,11411,550,279,7,10843,292,800,0,12765,198,755,29,16185,84,229,4,6336,385,123,7,14877,306,517,36,7006,0,314,0,15531,107,589,5,4619,242,33,3,6193,298,415,9,7578,290,326,13,8928,156,603,24,10793,13,250,0,9407,96,475,15,9362,157,189,4,6720,0,192,0,7750,24,245,5,4681,149,237,12,7801,31,210,0,4295,141,459,6,3273,103,8,0,2469,134,72,4,6783,16,93,0,4687,118,172,1,6176,105,103,0,3785,580,25,0,5176,125,220,2,2388,218,85,17,4051,71,124,2,2169,95,18,1,2483,36,12,1,2273,125,36,3,1229,0,66,0,3812,10,92,0,2219,66,95,1,2942,79,335,12,2077,245,64,3,1854,0,25,0,2969,3,54,0,2620,8,143,3,899,95,75,0,1586,49,7,0,2094,48,9,0,1575,36,54,0,592,58,41,8,1115,91,9,0,1817,61,72,2,1592,37,72,4,2088,3,77,2,1362,29,15,0,644,0,16,0,1611,74,66,2,1798,,10,,2020/5/3 16:00,,,,
2020/5/4 16:00,214,3479810,78441,247221,3735,1158041,24972,67682,1297,145268,10581,1356,76,101147,4588,7025,275,186599,4339,28446,315,217466,884,25264,164,210717,1389,28884,174,165664,697,6866,54,126045,1670,3397,61,131287,308,24895,135,97424,976,6203,47,42533,2553,1373,72,45928,3394,1286,86,84400,7,4643,0,59474,2760,3682,116,27011,1552,184,8,49906,389,7844,79,23471,1383,2154,93,19633,1198,260,13,40571,335,5056,69,20186,1164,462,25,15551,679,12,0,29538,2074,1564,193,15828,0,97,0,29822,88,1472,6,22317,235,2679,10,25282？,-69？,1043,36,18778,573,18,1,21506,330,1303,17,14163,564,126,7,9455,665,177,2,13693,318,678,14,11913,502,288,9,11192,349,845,45,13163,398,780,25,16208,23,232,3,6783,447,131,8,15079,202,536,19,7668,662,340,26,15534,3,598,9,4983,364,38,5,6465,272,429,14,7954,376,333,7,9223,295,607,4,10801,8,252,2,9523,116,484,9,9464,102,193,4,7090,370,197,5,7764,14,245,0,4783,102,246,9,7832,31,211,1,4474,179,463,4,3356,83,8,0,2704,235,85,13,6801,18,95,2,4880,193,174,2,6298,122,105,2,3877,92,26,1,5254,78,230,10,2558,170,87,2,4121,70,125,1,2169,0,18,0,2568,85,12,0,2386,113,38,2,1470,241,71,5,3824,12,96,4,2296,77,97,2,2998,56,340,5,2077,0,64,0,1932,78,25,0,2987,18,54,0,2626,6,144,1,1010,111,76,1,1586,0,7,0,2136,42,10,1,1757,182,54,0,592,0,41,0,1182,67,9,0,1836,19,77,5,1618,26,73,1,2096,8,79,2,1398,36,17,2,688,44,17,1,1649,38,67,1,1799,,10,,2020/5/4 16:00,,,,
2020/5/5 16:00,214,3551976,72166,251105,3884,1180634,22593,68934,1252,155370,10102,1451,95,107780,6633,7321,296,190584,3985,28734,288,218011,545,25428,164,211938,1221,29079,195,166152,488,6993,127,127659,1614,3461,64,131863,576,25201,306,98647,1223,6277,74,42836,303,1389,16,47372,1444,1344,58,84404,4,4643,0,60772,1298,3854,172,28656,1645,191,7,50267,361,7924,80,24905,1434,2271,117,20643,1010,270,10,40770,199,5082,26,20186,0,462,0,16191,640,12,0,31881,2343,1569,5,17489,1661,103,6,29898,76,1476,4,22779,462,2789,110,25524,242？,1063,20,19410,632,18,0,21772,266,1319,16,14730,567,137,11,10143,688,182,5,14006,313,698,20,12331,418,303,15,11587,395,864,19,13512,349,803,23,16237,29,234,2,7220,437,138,7,15253,174,556,20,7973,305,358,18,15554,20,600,2,5278,295,40,2,6813,348,436,7,8235,281,346,13,9485,262,623,16,10804,3,254,2,9670,147,493,9,9557,93,197,4,7197,107,200,3,7799,35,251,6,4887,104,260,14,7884,52,214,3,4648,174,465,2,3533,177,8,0,2894,190,90,5,6847,46,96,1,5053,173,179,5,6353,55,105,0,4049,172,29,3,5327,73,240,10,2802,244,93,6,4248,127,128,3,2719,550,18,0,2637,69,12,0,2507,121,39,1,1681,211,82,11,3828,4,96,0,2346,50,98,1,3035,37,351,11,2104,27,64,0,1984,52,26,1,2988,1,54,0,2632,6,146,2,1055,45,82,6,1650,64,7,0,2189,53,10,0,1808,51,97？,43？,592,0,41,0,1271,89,10,1,1914,78,78,1,1652,34,78,5,2101,5,80,1,1432,34,17,0,730,42,19,2,1668,19,69,2,1799,,10,,2020/5/5 16:00,,,,
2020/5/6 16:00,214,3638437,86461,256958,5853,1204475,23841,71078,2144,165929,10559,1537,86,114715,6935,7921,600,194990,4406,29427,693,219329,1318,25613,185,213013,1075,29315,236,167007,855,6993,0,129491,1832,3520,59,132967,1104,25531,330,99970,1323,6340,63,49391,6555,1694,305,51189,3817,1444,100,84406,2,4643,0,62046,1274,4043,189,30251,1595,200,9,50509,242,8016,92,26025,1120,2507,236,22016,1373,275,5,41807,1037,5168,86,22049,1863,514,52,17142,951,12,0,31881,0,1569,0,18350,861,107,4,29926,28,1482,6,23216,437,2854,65,25702,178,1074,11,20198,788,18,0,21983,211,1339,20,15192,462,146,9,10929,786,183,1,14431,425,716,18,13184,853,327,24,12071,484,872,8,13837,325,827,24,16289,52,238,4,7572,352,148,10,15374,121,566,10,8613,640,378,20,15579,25,606,6,5804,526,40,0,7201,388,452,16,8480,245,354,8,9684,199,637,14,10806,2,255,1,9821,151,503,10,9677,120,200,3,7523,326,210,10,7878,79,254,3,5020,133,264,4,7928,44,215,1,4838,190,470,5,3679,146,8,0,3224,330,95,5,6849,2,96,0,5219,166,181,2,6383,30,106,1,4205,156,29,0,5412,85,246,6,2950,148,98,5,4363,115,136,8,2719,0,18,0,2735,98,12,0,2619,112,40,1,1802,121,86,4,3840,12,96,0,2431,85,102,4,3065,30,363,12,2104,0,64,0,2060,76,26,0,2989,1,55,1,2642,10,146,0,1270,215,93,11,1811,161,10,3,2207,18,10,0,1843,35,54,-43？,778,186,45,4,1329,58,11,1,1934,20,80,2,1704,52,80,2,2112,11,83,3,1464,32,18,1,769,39,19,0,1685,17,69,0,1799,,10,,2020/5/6 16:00,,,,
2020/5/7 16:00,214,3729544,91107,263527,6569,1228609,24134,73431,2353,177160,11231,1625,88,125218,10503,8536,615,201101,6111,30076,649,220325,996,25857,244,214457,1444,29684,369,168162,1155,7275,282,131744,2253,3584,64,137150,4183,25809,278,101650,1680,6418,78,52952,3561,1783,89,54817,3628,1533,89,84409,3,4643,0,63496,1450,4232,189,31938,1687,209,9,50781,272,8339,323,27634,1609,2704,197,23048,1032,281,6,41319？,-488？,5204,36,23214,1165,544,30,17972,830,12,0,31881,0,1618,49,19255,905,112,5,29977,51,1504,22,23918,702,2941,87,26182,480,1089,15,20939,741,20,2,22248,265,1375,36,15738,546,157,11,11719,790,186,3,14740,309,733,17,13184,0,327,0,12438,367,895,23,14107,270,858,31,16310,21,239,1,7808,236,153,5,15477,103,577,11,8959,346,397,19,15633,54,608,2,6289,485,42,2,7588,387,469,17,8807,327,362,8,10004,320,658,21,10810,4,256,1,9938,117,506,3,9791,114,203,3,7731,208,218,8,7933,55,262,8,5208,188,273,9,7976,48,216,1,4997,159,476,6,3842,163,8,0,3392,168,104,9,6875,26,97,1,5408,189,183,2,6428,45,107,1,4422,217,30,1,5573,161,252,6,3145,195,103,5,4363,0,140,4,3091,372,18,0,2903,168,13,1,2782,163,40,0,1886,84,91,5,3851,11,98,2,2480,49,102,0,3111,46,373,10,2265,161,108,44,2127,67,28,2,2992,3,55,0,2663,21,147,1,1461,191,99,6,1856,45,11,1,2233,26,10,0,1924,81,56,2,852,74,49,4,1433,104,12,1,1975,41,86,6,1778,74,84,4,2119,7,85,2,1516,52,18,0,798,29,21,2,1703,18,69,0,1799,,10,,2020/5/7 16:00,,,,
2020/5/8 16:00,214,3791050,61506,269268,5741,1256972,28363,75670,2239,187859,10699,1723,98,135106,9888,9146,610,206715,5614,30615,539,221447,1122,26070,213,215858,1401,29958,274,169430,1268,7392,117,133721,1977,3641,57,137779,629,25987,178,103135,1485,6486,68,56342,3390,1886,103,58526,3709,1627,94,84415,6,4643,0,64922,1426,4408,176,33731,1793,219,10,51420,639,8415,76,29616,1982,2961,257,24581,1533,285,4,41774,455？,5288,84,25837,2623,594,50,18890,918,12,0,29420？,-2461？,1618,0,20168,913,116,4,30043,66,1517,13,24623,705,3040,99,26715,533,1105,16,21707,768,20,0,22385,137,1403,28,16240,502,165,8,12425,706,199,13,15047,307,755,22,13691,507,340,13,12776,338,930,35,14499,392,876,18,16346,36,239,0,8232,424,161,8,15575,98,590,13,9456,497,407,10,15665,32,609,1,6567,278,44,2,7981,393,482,13,9095,288,373,11,10343,339,685,27,10822,12,256,0,10083,145,514,8,9848,57,206,3,7868,137,225,7,8002,69,269,7,5371,163,282,9,8015,39,217,1,5182,185,483,7,4131,289,8,0,3563,171,106,2,6913,38,97,0,5548,140,183,0,6467,39,107,0,4578,156,30,0,5673,100,255,3,3526,381,107,4,4605,242,145,5,3091,0,18,0,2958,55,14,1,2884,102,42,2,2081,195,102,11,3859,8,100,2,2543,63,102,0,3150,39,383,10,2267,2,108,0,2204,77,28,0,3000,8,55,0,2678,15,148,1,1685,224,105,6,1927,71,11,0,2298,65,10,0,1968,44,56,0,930,78,52,3,1492,59,13,1,2017,42,87,1,1829,51,84,0,2125,6,86,1,1571,55,20,2,832,34,23,2,1729,26,73,4,1801,,10,,2020/5/8 16:00,,,,
2020/5/9 14:00,214,3902161,111111,274356,5088,1283929,26957,77180,1510,187859,0,1723,0,145328,10222,9897,751,211364,4649,31214,599,222857,1410,26299,229,217185,1327,30201,243,170588,1158,7510,118,135569,1848,3689,48,138421,642,26230,243,104691,1556,6541,55,59662,3320,1981,95,61847,3321,1714,87,84416,1,4643,0,66434,1512,4569,161,35432,1701,229,10,52011,591,8521,106,31522,1906,3160,199,25972,1391,294,9,42093,319,5359,71,26435,598,599,5,20201,1311,12,0,30298？,878？,1654,36,21101,933,121,5,30124,81,1525,8,25265,642,3175,135,27268,553,1114,9,21707,0,20,0,22541,156,1429,26,16793,553,174,9,13134,709,206,7,15266,219,776,21,14195,504,361,21,13112,336,943,13,14811,312,898,22,16409,63,245,6,8895,663,178,17,15663,88,606,16,10051,595,428,21,15714,49,614,5,7208,641,47,3,8476,495,503,21,9376,281,380,7,10463,120,696,11,10840,18,256,0,10218,135,522,8,9943,95,209,3,8070,202,231,6,8065,63,271,2,5611,240,293,11,8070,55,218,1,5369,187,488,5,4404,273,8,0,3778,215,109,3,6927,14,97,0,5661,113,185,2,6535,68,107,0,4834,256,31,1,5738,65,260,5,3912,386,117,10,4728,123,150,5,4012,921,18,0,3112,154,15,1,3029,145,43,1,2266,185,106,4,3871,12,100,0,2603,60,104,2,3178,28,392,9,2267,0,108,0,2279,75,28,0,3004,4,56,1,2691,13,150,2,1771,86,107,2,2009,82,11,0,2325,27,10,0,2031,63,56,0,1111,181,59,7,1551,59,13,0,2056,39,98,11,1872,43,86,2,2161,36,86,0,1602,31,20,0,900,68,24,1,1741,12,74,1,1801,,10,,2020/5/9 14:00,,,,
2020/5/10 17:00,214,4000134,97973,279152,4796,1309541,25612,78794,1614,198676,10817,1827,104,155939,10611,10627,730,215260,3896,31587,373,223578,721,26478,179,218268,1083,30395,194,171324,736,7549,39,137115,1546,3739,50,138854,433,26310,80,106220,1529,6589,48,62808,3146,2101,120,65015,3168,1814,100,84430,14,4643,0,68918,2484,4823,254,37136,1704,239,10,52596,585,8581,60,33460,1938,3353,193,27219,1247,304,10,42382,289,5422,63,27474,1039,618,19,21331,1130,13,1,29071？,-1227？,1717,63,22052,951,126,5,30168,44,1531,6,25921,656,3220,45,27406,138,1126,12,23336,1629,20,0,22760,219,1446,17,17417,624,185,11,13770,636,214,8,15651,385,785,9,14710,515,376,15,13645,533,959,16,15131,320,926,28,16454,45,247,2,9420,525,186,8,15777,114,624,18,10495,444,445,17,15833,119,615,1,7623,415,49,2,8964,488,514,11,9882,506,385,5,10610,147,704,8,10874,34,256,0,10319,101,526,4,10032,89,213,4,8282,212,237,6,8089,24,276,5,5766,155,300,7,8084,14,218,0,5558,189,494,6,4595,191,8,0,4033,255,115,6,6931,4,97,0,5910,249,186,1,6656,121,108,1,4975,141,31,0,5880,142,265,5,4151,239,128,11,4867,139,161,11,4263,251,22,4,3224,112,17,2,3175,146,44,1,2437,171,114,8,3877,6,101,1,2697,94,107,3,3213,35,405,13,2274,7,108,0,2422,143,31,3,3009,5,56,0,2710,19,151,1,1771,0,107,0,2042,33,11,0,2349,24,10,0,2156,125,56,0,1164,53,64,5,1634,83,15,2,2090,34,102,4,1921,49,90,4,2176,15,87,1,1667,65,21,1,967,67,24,0,1754,13,74,0,1801,,10,,2020/5/10 17:00,,,,
